room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay
Private room,CENTRE,DOWNTOWN COMMERCIAL CORE,0,,2,1,61,2
Private room,NORTH,EVANSTON,0,,2,1,30,1
Entire home/apt,CENTRE,RENFREW,15,4.5,6,3,89,1
Private room,NORTHWEST,UNIVERSITY HEIGHTS,10,5,1,1,35,2
Entire home/apt,CENTRE,MISSION,4,4.5,4,1,71,2
Private room,SOUTH,DEER RUN,6,5,2,1,38,1
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,3,4.5,4,2,121,4
Entire home/apt,CENTRE,DOWNTOWN EAST VILLAGE,11,5,4,1,76,2
Entire home/apt,CENTRE,MISSION,0,,2,1,100,4
Entire home/apt,SOUTHEAST,RIVERBEND,0,,8,3,87,7
Private room,CENTRE,POINT MCKAY,4,5,1,1,34,1
Entire home/apt,CENTRE,WEST HILLHURST,1,,10,4,401,7
Entire home/apt,CENTRE,INGLEWOOD,6,4.5,2,1,80,3
Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,0,,8,2,239,1
Private room,NORTH,HUNTINGTON HILLS,0,,2,1,68,1
Entire home/apt,SOUTHEAST,NEW BRIGHTON,0,,4,0,136,1
Entire home/apt,CENTRE,BELTLINE,1,,3,1,77,2
Entire home/apt,CENTRE,HILLHURST,10,4.5,4,2,103,3
Entire home/apt,CENTRE,RAMSAY,1,,4,3,200,1
Entire home/apt,CENTRE,BANKVIEW,0,,3,1,64,2
Entire home/apt,NORTHWEST,ROYAL OAK,37,5,3,1,40,1
Private room,CENTRE,RENFREW,11,5,2,1,40,1
Entire home/apt,WEST,PATTERSON,1,,2,1,119,2
Entire home/apt,CENTRE,SUNNYSIDE,10,5,3,1,68,3
Private room,CENTRE,CAPITOL HILL,7,3.5,1,1,24,1
Entire home/apt,CENTRE,CRESCENT HEIGHTS,15,4,6,2,83,1
Entire home/apt,NORTHWEST,CITADEL,1,,3,1,56,3
Private room,SOUTH,OAKRIDGE,0,,2,1,39,2
Private room,NORTHWEST,SILVER SPRINGS,82,5,2,1,39,1
Entire home/apt,NORTHWEST,TUSCANY,0,,5,3,102,2
Entire home/apt,NORTHWEST,VARSITY,26,5,2,1,85,4
Entire home/apt,CENTRE,SUNALTA,0,,3,1,60,7
Private room,EAST,ERIN WOODS,12,4,5,1,34,1
Entire home/apt,CENTRE,BELTLINE,1,,2,1,219,2
Entire home/apt,CENTRE,BELTLINE,12,4.5,2,1,61,2
Entire home/apt,NORTHWEST,ROCKY RIDGE,8,5,5,2,64,2
Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,3,5,4,2,68,3
Private room,CENTRE,BANFF TRAIL,39,4,3,1,46,1
Private room,CENTRE,BELTLINE,7,5,1,1,56,1
Entire home/apt,CENTRE,KILLARNEY/GLENGARRY,6,5,8,4,240,2
Entire home/apt,EAST,DOVER,0,,3,1,44,1
Private room,WEST,COACH HILL,5,4.5,2,1,28,1
Entire home/apt,CENTRE,DOWNTOWN WEST END,3,3.5,2,1,108,2
Entire home/apt,CENTRE,BELTLINE,0,,2,2,68,1
Private room,CENTRE,RIDEAU PARK,23,4.5,3,1,50,3
Entire home/apt,NORTH,PANORAMA HILLS,8,4.5,10,4,199,3
Entire home/apt,CENTRE,BELTLINE,2,,5,2,200,3
Entire home/apt,CENTRE,BELTLINE,1,,4,1,104,7
Entire home/apt,CENTRE,BANKVIEW,29,5,2,1,60,2
Entire home/apt,CENTRE,CAPITOL HILL,1,,4,1,48,2
Entire home/apt,CENTRE,KILLARNEY/GLENGARRY,4,4,6,3,240,2
Private room,CENTRE,BANFF TRAIL,3,3,1,1,32,1
Entire home/apt,CENTRE,DOWNTOWN WEST END,0,,2,1,103,2
Entire home/apt,CENTRE,CRESCENT HEIGHTS,0,,4,2,160,7
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,0,,4,3,220,2
Entire home/apt,CENTRE,SUNALTA,30,5,3,1,54,2
Entire home/apt,CENTRE,SUNNYSIDE,34,5,4,1,61,3
Entire home/apt,CENTRE,RENFREW,0,,4,2,80,1
Entire home/apt,NORTHEAST,WHITEHORN,0,,4,2,40,1
Entire home/apt,CENTRE,ST. ANDREWS HEIGHTS,12,5,6,3,319,4
Entire home/apt,CENTRE,BELTLINE,0,,4,1,87,
Entire home/apt,SOUTH,BRIDLEWOOD,3,5,2,1,68,2
Private room,CENTRE,PARKDALE,16,4.5,2,1,28,7
Entire home/apt,SOUTH,SUNDANCE,6,5,10,4,118,4
Private room,WEST,GLENDALE,6,5,2,1,39,2
Private room,NORTHWEST,CHARLESWOOD,0,,2,1,36,1
Entire home/apt,CENTRE,RENFREW,290,5,4,1,56,1
Private room,SOUTHEAST,NEW BRIGHTON,0,,2,1,32,1
Entire home/apt,CENTRE,DOWNTOWN WEST END,0,,3,1,63,7
Entire home/apt,NORTHWEST,ARBOUR LAKE,0,,4,2,144,2
Shared room,NORTHWEST,CITADEL,0,,1,1,31,1
Entire home/apt,CENTRE,LOWER MOUNT ROYAL,6,4.5,2,1,72,3
Entire home/apt,CENTRE,SUNNYSIDE,3,5,3,1,79,1
Entire home/apt,CENTRE,HILLHURST,7,5,3,2,108,1
Entire home/apt,NORTH,HARVEST HILLS,6,5,10,3,46,1
Entire home/apt,CENTRE,INGLEWOOD,0,,4,2,37,1
Entire home/apt,CENTRE,SUNNYSIDE,1,,4,1,78,2
Entire home/apt,CENTRE,MISSION,1,,2,1,80,1
Entire home/apt,WEST,SPRUCE CLIFF,0,,4,2,96,2
Entire home/apt,CENTRE,RICHMOND,14,4.5,6,3,199,2
Entire home/apt,CENTRE,HOUNSFIELD HEIGHTS/BRIAR HILL,3,5,6,2,114,2
Entire home/apt,CENTRE,HILLHURST,6,4.5,4,2,157,5
Entire home/apt,WEST,SPRUCE CLIFF,0,,4,2,76,1
Entire home/apt,WEST,ROSSCARROCK,5,4.5,4,2,112,5
Entire home/apt,CENTRE,HILLHURST,7,4.5,14,5,640,1
Entire home/apt,CENTRE,SHAGANAPPI,0,,6,2,149,3
Entire home/apt,CENTRE,WEST HILLHURST,5,5,4,2,104,3
Private room,CENTRE,TUXEDO PARK,1,,1,1,34,2
Entire home/apt,CENTRE,SUNALTA,37,5,2,1,60,2
Private room,SOUTH,WILLOW PARK,1,,2,1,16,1
Entire home/apt,CENTRE,BELTLINE,3,,4,1,67,1
Entire home/apt,CENTRE,UPPER MOUNT ROYAL,0,,2,1,132,3
Entire home/apt,CENTRE,WEST HILLHURST,2,,6,3,180,5
Entire home/apt,CENTRE,SUNNYSIDE,4,5,2,1,72,2
Entire home/apt,CENTRE,HILLHURST,5,5,3,1,68,2
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,5,5,2,1,100,4
Entire home/apt,CENTRE,WEST HILLHURST,2,,6,3,119,1
Entire home/apt,CENTRE,HILLHURST,1,,4,2,80,1
Entire home/apt,CENTRE,GARRISON WOODS,0,,4,2,206,10
Entire home/apt,CENTRE,CLIFF BUNGALOW,17,4,4,2,119,2
Entire home/apt,CENTRE,ELBOW PARK,1,,5,3,119,4
Entire home/apt,CENTRE,CLIFF BUNGALOW,31,5,4,2,200,4
Entire home/apt,CENTRE,ALYTH/BONNYBROOK,3,5,2,0,27,7
Entire home/apt,CENTRE,BELTLINE,0,,2,1,240,1
Entire home/apt,EAST,ALBERT PARK/RADISSON HEIGHTS,16,4.5,4,2,79,1
Entire home/apt,CENTRE,RENFREW,0,,2,2,118,
Entire home/apt,CENTRE,CRESCENT HEIGHTS,4,4,5,2,121,1
Entire home/apt,CENTRE,RENFREW,2,,3,1,89,3
Entire home/apt,CENTRE,CRESCENT HEIGHTS,2,,6,4,260,3
Entire home/apt,CENTRE,TUXEDO PARK,0,,4,2,160,2
Entire home/apt,CENTRE,GREENVIEW,0,,4,3,180,
Entire home/apt,CENTRE,INGLEWOOD,5,5,4,0,71,1
Entire home/apt,CENTRE,RENFREW,3,4.5,2,1,85,2
Entire home/apt,CENTRE,BELTLINE,8,5,4,2,168,2
Entire home/apt,CENTRE,CRESCENT HEIGHTS,0,,2,0,97,4
Entire home/apt,CENTRE,RENFREW,1,,2,1,103,2
Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,0,,3,2,119,
Entire home/apt,CENTRE,CHINATOWN,2,,2,1,88,5
Entire home/apt,CENTRE,CHINATOWN,0,,2,1,96,5
Entire home/apt,CENTRE,CHINATOWN,0,,2,1,79,1
Entire home/apt,CENTRE,BELTLINE,0,,3,2,219,3
Entire home/apt,CENTRE,RAMSAY,26,5,5,3,79,7
Entire home/apt,EAST,ALBERT PARK/RADISSON HEIGHTS,5,5,4,2,40,1
Entire home/apt,NORTHEAST,REDSTONE,2,,2,2,48,1
Entire home/apt,CENTRE,RENFREW,44,5,4,1,70,1
Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,0,,2,2,96,2
Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,5,5,4,1,53,2
Entire home/apt,EAST,ALBERT PARK/RADISSON HEIGHTS,0,,2,1,79,2
Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,0,,2,1,260,11
Entire home/apt,CENTRE,CRESCENT HEIGHTS,1,,2,1,112,1
Entire home/apt,NORTH,THORNCLIFFE,10,5,7,3,71,3
Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,1,,2,2,68,1
Entire home/apt,CENTRE,RENFREW,0,,2,3,192,7
Entire home/apt,NORTHEAST,MAYLAND HEIGHTS,0,,2,1,40,1
Entire home/apt,NORTHEAST,RUNDLE,6,5,6,2,76,1
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,6,4.5,6,2,92,3
Entire home/apt,NORTH,THORNCLIFFE,10,4.5,15,7,215,2
Entire home/apt,NORTHEAST,MARLBOROUGH PARK,4,5,8,3,79,1
Entire home/apt,NORTHEAST,TARADALE,69,5,5,3,83,1
Entire home/apt,NORTH,COVENTRY HILLS,26,4.5,4,2,72,1
Entire home/apt,CENTRE,HIGHLAND PARK,48,5,6,2,96,1
Entire home/apt,EAST,ALBERT PARK/RADISSON HEIGHTS,26,4.5,4,2,70,1
Entire home/apt,CENTRE,CRESCENT HEIGHTS,70,5,4,2,100,2
Entire home/apt,NORTHEAST,TARADALE,5,5,2,1,76,2
Entire home/apt,NORTHEAST,SKYVIEW RANCH,6,4.5,4,2,100,1
Entire home/apt,NORTHEAST,TEMPLE,0,,3,3,79,1
Entire home/apt,NORTHEAST,SADDLE RIDGE,30,5,6,3,87,1
Entire home/apt,NORTHEAST,RUNDLE,2,,6,2,69,1
Entire home/apt,NORTHEAST,MARLBOROUGH,7,4.5,4,2,68,2
Entire home/apt,NORTHEAST,SKYVIEW RANCH,24,5,4,1,64,1
Entire home/apt,NORTHEAST,RUNDLE,3,4.5,10,5,196,4
Entire home/apt,NORTHEAST,CITYSCAPE,13,5,8,3,208,1
Entire home/apt,NORTHEAST,MARTINDALE,9,5,2,1,57,1
Entire home/apt,NORTHEAST,MARLBOROUGH PARK,33,5,5,2,43,1
Entire home/apt,NORTHEAST,MARTINDALE,4,5,4,1,47,1
Entire home/apt,CENTRE,CRESCENT HEIGHTS,7,4.5,4,2,68,2
Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,15,4.5,2,1,82,3
Entire home/apt,SOUTH,MIDNAPORE,4,4.5,4,2,76,2
Entire home/apt,WEST,RUTLAND PARK,25,5,3,1,65,5
Entire home/apt,CENTRE,PARKHILL,11,5,6,2,119,
Entire home/apt,CENTRE,LOWER MOUNT ROYAL,1,,2,1,75,2
Entire home/apt,CENTRE,CRESCENT HEIGHTS,19,4.5,2,1,44,1
Entire home/apt,CENTRE,MISSION,3,4,2,1,80,1
Entire home/apt,NORTHEAST,MARLBOROUGH,27,4.5,4,2,56,1
Entire home/apt,SOUTH,BRIDLEWOOD,3,4,8,4,71,2
Entire home/apt,NORTHWEST,SILVER SPRINGS,2,,2,1,40,1
Entire home/apt,NORTHWEST,UNIVERSITY OF CALGARY,11,4,4,2,83,2
Entire home/apt,CENTRE,BELTLINE,3,5,2,0,167,1
Entire home/apt,CENTRE,BELTLINE,89,5,2,1,78,1
Entire home/apt,CENTRE,BELTLINE,3,5,2,1,108,2
Entire home/apt,CENTRE,HILLHURST,3,4.5,3,2,56,2
Entire home/apt,CENTRE,BELTLINE,1,,3,2,183,4
Entire home/apt,CENTRE,BELTLINE,6,4.5,5,1,125,2
Entire home/apt,NORTHWEST,RANCHLANDS,5,4,4,2,70,3
Entire home/apt,CENTRE,BANKVIEW,25,4.5,8,3,280,1
Entire home/apt,WEST,WEST SPRINGS,13,4.5,4,1,72,1
Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,22,4.5,4,1,119,3
Entire home/apt,SOUTH,HAYSBORO,0,,3,2,36,1
Entire home/apt,CENTRE,MOUNT PLEASANT,18,4.5,4,1,80,2
Entire home/apt,SOUTHEAST,MAHOGANY,5,5,4,2,57,3
Entire home/apt,WEST,LINCOLN PARK,1,,2,1,70,1
Entire home/apt,NORTHWEST,MONTGOMERY,1,,8,3,200,3
Entire home/apt,CENTRE,CRESCENT HEIGHTS,5,5,4,1,57,2
Entire home/apt,CENTRE,BELTLINE,1,,2,1,111,2
Entire home/apt,NORTH,HUNTINGTON HILLS,32,4.5,8,4,95,
Entire home/apt,CENTRE,SUNALTA,12,4,6,2,54,1
Entire home/apt,SOUTH,OAKRIDGE,1,,4,2,73,2
Entire home/apt,CENTRE,CRESCENT HEIGHTS,139,5,2,1,54,2
Entire home/apt,SOUTH,HAYSBORO,0,,2,1,46,1
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,0,,2,1,103,1
Entire home/apt,CENTRE,BELTLINE,5,3,2,1,100,2
Entire home/apt,NORTHWEST,BOWNESS,0,,8,4,180,1
Entire home/apt,CENTRE,INGLEWOOD,5,4.5,4,2,100,2
Entire home/apt,NORTHWEST,EDGEMONT,2,,2,1,60,2
Entire home/apt,CENTRE,LOWER MOUNT ROYAL,1,,2,1,56,2
Entire home/apt,CENTRE,POINT MCKAY,28,5,4,2,104,3
Entire home/apt,NORTHWEST,COLLINGWOOD,12,4.5,3,1,74,4
Entire home/apt,CENTRE,BELTLINE,6,5,4,2,79,2
Entire home/apt,CENTRE,BELTLINE,2,,2,1,119,1
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,14,5,8,2,105,2
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,8,4,6,2,75,2
Entire home/apt,CENTRE,RENFREW,1,,4,2,60,2
Entire home/apt,SOUTH,EVERGREEN,32,4,6,1,52,1
Entire home/apt,NORTH,BEDDINGTON HEIGHTS,30,5,2,1,54,1
Entire home/apt,CENTRE,MEADOWLARK PARK,5,4.5,4,3,72,1
Entire home/apt,SOUTH,FAIRVIEW,6,4.5,2,1,71,3
Entire home/apt,CENTRE,HILLHURST,1,,2,1,64,1
Entire home/apt,CENTRE,MISSION,145,5,3,1,61,3
Entire home/apt,CENTRE,DOWNTOWN WEST END,18,5,4,2,96,2
Entire home/apt,CENTRE,ALTADORE,7,5,2,1,64,1
Entire home/apt,WEST,ASPEN WOODS,2,,4,2,119,2
Entire home/apt,CENTRE,BELTLINE,1,,2,0,60,1
Entire home/apt,WEST,ROSSCARROCK,0,,3,2,44,3
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,19,5,4,1,119,3
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,11,4.5,6,2,75,2
Entire home/apt,CENTRE,RAMSAY,4,5,5,3,112,2
Entire home/apt,CENTRE,SHAGANAPPI,32,5,8,2,121,1
Entire home/apt,CENTRE,HIGHLAND PARK,10,4.5,8,2,107,
Entire home/apt,CENTRE,DOWNTOWN EAST VILLAGE,82,5,2,1,79,1
Entire home/apt,CENTRE,WEST HILLHURST,60,5,3,1,70,1
Entire home/apt,CENTRE,RENFREW,17,4.5,9,3,73,2
Entire home/apt,CENTRE,RICHMOND,28,5,4,2,79,2
Entire home/apt,CENTRE,CLIFF BUNGALOW,0,,2,1,111,3
Entire home/apt,CENTRE,BELTLINE,11,5,2,2,92,2
Entire home/apt,CENTRE,MEADOWLARK PARK,2,,4,1,56,1
Entire home/apt,CENTRE,RAMSAY,6,4,2,0,78,1
Entire home/apt,CENTRE,SHAGANAPPI,0,,4,1,79,1
Entire home/apt,CENTRE,BELTLINE,6,5,4,2,83,1
Entire home/apt,CENTRE,BELTLINE,18,5,2,1,83,3
Entire home/apt,CENTRE,BELTLINE,59,5,4,1,76,1
Entire home/apt,CENTRE,MISSION,1,,2,1,71,1
Entire home/apt,CENTRE,BELTLINE,0,,4,1,96,1
Entire home/apt,CENTRE,UPPER MOUNT ROYAL,4,4.5,4,1,76,1
Entire home/apt,CENTRE,BANKVIEW,2,,6,2,119,2
Entire home/apt,CENTRE,CLIFF BUNGALOW,0,,4,1,68,1
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,84,5,2,1,71,2
Entire home/apt,CENTRE,BELTLINE,10,4.5,5,2,76,1
Entire home/apt,CENTRE,ALTADORE,1,,3,2,79,3
Entire home/apt,CENTRE,BELTLINE,27,5,2,1,160,3
Entire home/apt,CENTRE,BELTLINE,22,5,5,2,108,2
Entire home/apt,CENTRE,BELTLINE,32,4.5,4,1,92,1
Entire home/apt,CENTRE,BELTLINE,2,,2,1,79,1
Entire home/apt,CENTRE,INGLEWOOD,46,5,6,2,79,1
Entire home/apt,CENTRE,ALTADORE,27,5,2,1,72,3
Entire home/apt,CENTRE,BELTLINE,1,,2,0,60,7
Entire home/apt,CENTRE,BELTLINE,3,4.5,4,2,79,3
Entire home/apt,EAST,DOVER,24,5,2,1,89,1
Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,3,5,8,3,80,3
Entire home/apt,CENTRE,BELTLINE,78,4.5,3,1,90,1
Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,18,4.5,2,1,68,2
Entire home/apt,CENTRE,EAU CLAIRE,2,,2,1,160,3
Entire home/apt,CENTRE,DOWNTOWN EAST VILLAGE,25,5,3,1,101,1
Entire home/apt,CENTRE,BELTLINE,4,5,2,1,76,3
Entire home/apt,SOUTH,WOODLANDS,4,4,6,3,78,1
Entire home/apt,CENTRE,BANKVIEW,11,5,4,1,57,1
Entire home/apt,CENTRE,BELTLINE,82,5,4,1,76,2
Entire home/apt,WEST,PATTERSON,8,5,2,2,63,1
Entire home/apt,CENTRE,BELTLINE,29,5,2,1,68,2
Entire home/apt,EAST,ALBERT PARK/RADISSON HEIGHTS,9,4.5,4,2,60,2
Entire home/apt,CENTRE,BELTLINE,3,3.5,2,1,68,3
Entire home/apt,CENTRE,BELTLINE,0,,4,2,87,1
Entire home/apt,CENTRE,RENFREW,7,5,2,1,64,2
Entire home/apt,CENTRE,BELTLINE,17,5,3,2,78,1
Entire home/apt,CENTRE,HILLHURST,8,5,2,1,71,2
Entire home/apt,CENTRE,CHINATOWN,75,4.5,2,0,55,1
Entire home/apt,CENTRE,HIGHLAND PARK,5,5,4,0,79,1
Entire home/apt,CENTRE,TUXEDO PARK,0,,3,1,52,2
Entire home/apt,CENTRE,HIGHLAND PARK,3,4,6,4,111,
Entire home/apt,CENTRE,WINSTON HEIGHTS/MOUNTVIEW,5,5,8,4,304,3
Entire home/apt,NORTHEAST,RUNDLE,1,,4,3,160,1
Entire home/apt,CENTRE,GREENVIEW INDUSTRIAL PARK,0,,12,8,232,7
Entire home/apt,CENTRE,HIGHLAND PARK,2,,6,4,111,6
Entire home/apt,CENTRE,HIGHWOOD,5,5,4,2,79,2
Entire home/apt,NORTH,BEDDINGTON HEIGHTS,0,,4,2,64,3
Entire home/apt,NORTH,SANDSTONE VALLEY,0,,5,3,79,5
Entire home/apt,NORTH,THORNCLIFFE,8,4.5,4,1,55,2
Entire home/apt,NORTH,NORTH HAVEN,5,5,3,2,48,1
Entire home/apt,NORTH,SANDSTONE VALLEY,0,,3,1,47,3
Entire home/apt,NORTH,THORNCLIFFE,44,4.5,6,1,41,1
Entire home/apt,NORTH,HIDDEN VALLEY,6,5,11,4,127,6
Entire home/apt,NORTH,SANDSTONE VALLEY,1,,4,2,63,5
Entire home/apt,NORTH,HIDDEN VALLEY,16,5,6,3,128,1
Entire home/apt,NORTH,HIDDEN VALLEY,3,5,4,2,64,1
Entire home/apt,NORTH,HUNTINGTON HILLS,6,4.5,4,2,77,1
Entire home/apt,NORTH,HUNTINGTON HILLS,9,5,6,3,108,4
Entire home/apt,NORTH,PANORAMA HILLS,0,,10,4,253,1
Entire home/apt,NORTH,PANORAMA HILLS,2,,10,4,119,3
Entire home/apt,NORTH,BEDDINGTON HEIGHTS,1,,6,3,79,2
Entire home/apt,NORTH,SANDSTONE VALLEY,0,,3,2,64,1
Entire home/apt,NORTH,PANORAMA HILLS,0,,2,1,56,1
Entire home/apt,NORTH,COVENTRY HILLS,0,,12,5,400,1
Entire home/apt,CENTRE,GREENVIEW,2,,5,2,64,1
Entire home/apt,NORTH,HUNTINGTON HILLS,0,,2,1,28,1
Entire home/apt,NORTH,COVENTRY HILLS,0,,8,4,251,1
Entire home/apt,NORTH,COUNTRY HILLS VILLAGE,5,5,4,2,100,5
Entire home/apt,CENTRE,BELTLINE,33,4.5,2,1,60,4
Entire home/apt,CENTRE,DOWNTOWN EAST VILLAGE,0,,4,2,76,3
Entire home/apt,NORTHEAST,SKYVIEW RANCH,0,,4,2,67,4
Entire home/apt,CENTRE,BELTLINE,20,5,5,2,179,2
Entire home/apt,CENTRE,BELTLINE,10,5,4,2,140,4
Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,23,5,4,1,74,2
Entire home/apt,CENTRE,MOUNT PLEASANT,20,4.5,11,6,183,4
Entire home/apt,CENTRE,CRESCENT HEIGHTS,0,,4,2,160,2
Entire home/apt,CENTRE,CHINATOWN,0,,2,1,119,6
Entire home/apt,CENTRE,INGLEWOOD,0,,6,3,200,2
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,16,4.5,3,1,75,1
Entire home/apt,CENTRE,CRESCENT HEIGHTS,3,3.5,3,1,52,7
Entire home/apt,CENTRE,BELTLINE,1,,4,1,55,1
Entire home/apt,CENTRE,INGLEWOOD,0,,5,2,320,1
Entire home/apt,CENTRE,MISSION,8,4.5,2,1,60,4
Entire home/apt,CENTRE,BELTLINE,46,5,2,1,63,1
Entire home/apt,CENTRE,BELTLINE,0,,2,1,239,3
Entire home/apt,CENTRE,MISSION,1,,2,1,97,1
Entire home/apt,CENTRE,CLIFF BUNGALOW,0,,4,1,68,1
Entire home/apt,CENTRE,TUXEDO PARK,7,5,12,3,192,2
Entire home/apt,CENTRE,BELTLINE,99,5,5,2,95,1
Entire home/apt,CENTRE,BELTLINE,0,,2,1,100,2
Entire home/apt,CENTRE,BELTLINE,106,5,5,2,119,1
Entire home/apt,CENTRE,MISSION,0,,4,1,161,3
Entire home/apt,CENTRE,BELTLINE,171,5,2,1,92,1
Entire home/apt,CENTRE,BELTLINE,0,,2,0,160,1
Entire home/apt,NORTH,PANORAMA HILLS,0,,8,6,119,1
Entire home/apt,CENTRE,HIGHLAND PARK,6,4.5,6,2,73,2
Entire home/apt,CENTRE,INGLEWOOD,4,5,2,1,57,
Entire home/apt,CENTRE,BELTLINE,24,5,6,2,112,3
Entire home/apt,NORTH,COVENTRY HILLS,0,,6,3,76,5
Entire home/apt,CENTRE,MISSION,5,5,4,2,126,3
Entire home/apt,CENTRE,CHINATOWN,13,5,2,1,138,3
Entire home/apt,CENTRE,BELTLINE,0,,5,2,76,4
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,20,4.5,4,1,119,2
Entire home/apt,CENTRE,CHINATOWN,10,5,7,2,128,1
Entire home/apt,CENTRE,EAU CLAIRE,0,,5,2,118,3
Entire home/apt,CENTRE,BELTLINE,5,4,5,2,183,1
Entire home/apt,CENTRE,RAMSAY,1,,4,2,320,1
Entire home/apt,NORTH,PANORAMA HILLS,47,5,4,2,44,1
Entire home/apt,CENTRE,BELTLINE,0,,2,1,79,2
Entire home/apt,CENTRE,MOUNT PLEASANT,1,,4,2,151,3
Entire home/apt,EAST,ALBERT PARK/RADISSON HEIGHTS,0,,4,2,121,2
Entire home/apt,CENTRE,ALYTH/BONNYBROOK,0,,3,2,60,15
Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,2,,2,1,80,3
Entire home/apt,CENTRE,BELTLINE,0,,2,1,68,1
Entire home/apt,CENTRE,CHINATOWN,2,,4,1,111,2
Entire home/apt,CENTRE,RAMSAY,11,4.5,2,1,100,
Entire home/apt,CENTRE,HIGHLAND PARK,3,4.5,4,2,101,2
Entire home/apt,EAST,ALBERT PARK/RADISSON HEIGHTS,0,,3,1,157,1
Entire home/apt,CENTRE,INGLEWOOD,58,5,2,0,69,1
Entire home/apt,CENTRE,BELTLINE,2,,4,2,119,2
Entire home/apt,CENTRE,BELTLINE,22,5,3,2,101,3
Entire home/apt,CENTRE,RAMSAY,19,5,4,1,75,1
Entire home/apt,CENTRE,CHINATOWN,8,5,3,0,96,1
Entire home/apt,CENTRE,MOUNT PLEASANT,4,4.5,2,1,60,3
Entire home/apt,CENTRE,RENFREW,22,4.5,2,1,56,14
Entire home/apt,CENTRE,RICHMOND,2,,2,1,40,
Entire home/apt,CENTRE,BELTLINE,11,5,2,0,71,2
Entire home/apt,CENTRE,BELTLINE,39,4.5,5,2,71,1
Entire home/apt,CENTRE,SUNALTA,3,5,2,0,63,1
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,3,3.5,4,1,48,1
Entire home/apt,WEST,SPRUCE CLIFF,4,4.5,4,2,79,
Entire home/apt,CENTRE,BANFF TRAIL,3,5,6,3,121,2
Entire home/apt,CENTRE,RENFREW,35,5,2,1,41,1
Entire home/apt,SOUTH,LAKE BONAVISTA,3,5,2,1,89,2
Entire home/apt,CENTRE,SHAGANAPPI,5,4.5,2,1,44,
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,6,5,2,1,72,5
Entire home/apt,CENTRE,TUXEDO PARK,47,5,4,1,60,1
Private room,SOUTH,BRIDLEWOOD,21,4.5,2,1,27,3
Private room,SOUTH,BRIDLEWOOD,4,5,2,1,88,3
Private room,SOUTH,KINGSLAND,10,5,6,1,40,1
Private room,WEST,LAKEVIEW,1,,2,1,40,1
Private room,SOUTH,SOUTHWOOD,0,,1,1,53,1
Private room,SOUTH,BRIDLEWOOD,4,5,2,1,36,1
Private room,SOUTH,BRIDLEWOOD,15,4.5,2,1,68,3
Private room,SOUTH,WOODLANDS,1,,2,1,37,5
Private room,SOUTH,WOODLANDS,18,5,2,1,53,2
Private room,SOUTH,CEDARBRAE,1,,1,1,24,1
Private room,SOUTH,EVERGREEN,0,,4,1,80,1
Private room,CENTRE,ALTADORE,0,,2,1,40,1
Private room,SOUTH,EVERGREEN,0,,2,1,40,1
Private room,WEST,LAKEVIEW,4,4.5,2,1,63,1
Private room,SOUTH,CANYON MEADOWS,0,,1,1,28,1
Private room,WEST,LAKEVIEW,0,,2,1,45,1
Private room,SOUTH,OAKRIDGE,0,,4,1,32,1
Private room,SOUTH,PALLISER,0,,2,1,28,1
Private room,SOUTH,BRIDLEWOOD,0,,1,1,520,1
Private room,WEST,LAKEVIEW,1,,1,1,40,1
Private room,SOUTH,KINGSLAND,0,,1,1,48,1
Private room,SOUTH,BRAESIDE,6,4.5,1,1,18,5
Private room,SOUTH,HAYSBORO,0,,2,1,46,1
Private room,SOUTH,SOMERSET,0,,2,1,39,1
Private room,SOUTH,HAYSBORO,1,,2,1,61,2
Private room,SOUTH,SILVERADO,0,,2,1,56,1
